id;chapter;index;name;aupadeshik;ganam;padam;settva;karma;kaumudi_dhatu_number;meaning;english_meaning;hindi_meaning
1010417;1;417;कड्;कडँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;360;मदे;to be drunk, to be intoxicated, to be confused;दुःख या आनन्द में लीन होना, नशा में लीन होना
1010418;1;418;कण्ड्;कडिँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;360P;मदे;to be drunk, to be intoxicated, to be confused;
1010419;1;419;गण्ड्;गडिँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;361;वदनैकदेशे;to have cheek disease;गालोंमें रोग होना, गण्डमाला होना
1010420;1;420;तिप्;तिपृँ;भ्वादि;आत्मनेपदी;अनिट्;अकर्मकः;362;क्षरणे;to drop, to ooze, to sprinkle;सींचना, प्रोक्षण करना, झरना, चूना
1010421;1;421;तेप्;तेपृँ;भ्वादि;आत्मनेपदी;सेट्;अकर्मकः;363;क्षरणे कम्पने च;to drop, to ooze, to sprinkle, to shiver, to shake,  to tremble;सींचना, प्रोक्षण करना, झरना, चूना
1010422;1;422;स्तिप्;ष्टिपृँ;भ्वादि;आत्मनेपदी;सेट्;अकर्मकः;364;क्षरणे;to drop, to ooze, to sprinkle;सींचना, प्रोक्षण करना, झरना, चूना
1010423;1;423;स्तेप्;ष्टेपृँ;भ्वादि;आत्मनेपदी;सेट्;अकर्मकः;365;क्षरणे;to drop, to ooze, to sprinkle;सींचना, प्रोक्षण करना, झरना, चूना
1010424;1;424;ग्लेप्;ग्लेपृँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;366;दैन्ये;to be poor, to be miserable;पराधीन होना, दरिद्र होना, कांपना, जाना
1010425;1;425;वेप्;टुवेपृँ;भ्वादि;आत्मनेपदी;सेट्;अकर्मकः;367;कम्पने;to tremble,to shake;कांपना
1010426;1;426;केप्;केपृँ;भ्वादि;आत्मनेपदी;सेट्;अकर्मकः;368;कम्पने गतौ च;to tremble,to shake, to go;कांपना, जाना
1010427;1;427;गेप्;गेपृँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;369;कम्पने गतौ च;to tremble,to shake, to go;कांपना, जाना
1010428;1;428;ग्लेप्;ग्लेपृँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;370;कम्पने गतौ च;to shiver, to tremble, to shake;कांपना, जाना
1010429;1;429;मेप्;मेपृँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;371;गतौ;to go;जाना
1010430;1;430;रेप्;रेपृँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;372;गतौ;to go;जाना
1010431;1;431;लेप्;लेपृँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;373;गतौ;to go;जाना
1010432;1;432;हेप्;हेपृँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;;गतौ;to go;
1010433;1;433;धेप्;धेपृँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;;गतौ;to go;
1010434;1;434;त्रप्;त्रपूँष्;भ्वादि;आत्मनेपदी;वेट्;अकर्मकः;374;लज्जायाम्;to be ashamed, to be abashed,to be embarrassed, to shy;लज्जा करना
1010435;1;435;कम्प्;कपिँ;भ्वादि;आत्मनेपदी;सेट्;अकर्मकः;375;चलने;to shake, to tremble, to quake, to shiver;चलना, कांपना
1010436;1;436;रम्ब्;रबिँ;भ्वादि;आत्मनेपदी;सेट्;अकर्मकः;376;शब्दे;to sound, to make noise, to shout;शब्द करना, शोर करना
1010437;1;437;लम्ब्;लबिँ;भ्वादि;आत्मनेपदी;सेट्;अकर्मकः;377;शब्दे;to sound, to make noise, to shout;शब्द करना, शोर करना
1010438;1;438;अम्ब्;अबिँ;भ्वादि;आत्मनेपदी;सेट्;अकर्मकः;378;शब्दे;to sound;शब्द करना
1010439;1;439;लम्ब्;लबिँ;भ्वादि;आत्मनेपदी;सेट्;अकर्मकः;379;अवस्रंसने शब्दे च;to hang down;शब्द करना, लटकना, आधा नीचे गिरना
1010440;1;440;कब्;कबृँ;भ्वादि;आत्मनेपदी;सेट्;अकर्मकः;380;वर्णे;to praise, to color, to paint;प्रशंसा करना, स्तुति करना, रंग देना, रंगना
1010441;1;441;क्लीब्;क्लीबृँ;भ्वादि;आत्मनेपदी;सेट्;अकर्मकः;381;अधार्ष्ट्ये;to behave like a eunuch,to be timorous, to be modest, to be unassuming, to be nervous, to be shy;दुर्बल होना, वीर्य रहित होना, लज्जालु होना, डरपोक होना
1010442;1;442;क्षीब्;क्षीबृँ;भ्वादि;आत्मनेपदी;सेट्;अकर्मकः;382;मदे;to be drunk, to be intoxicated, to be confused;
1010443;1;443;क्षीव्;क्षीवृँ;भ्वादि;आत्मनेपदी;सेट्;अकर्मकः;;मदे;to be drunk, to be intoxicated, to be confused;मदोन्मत्त होना, मस्त होना
1010444;1;444;शीभ्;शीभृँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;383;कत्थने;to boast, to praise oneself;प्रशंसा करना, शेखी मरना, आत्मस्तुति करना
1010445;1;445;लौड्;लौडृँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;;उन्मादे;to be mad, to lose mental stability;उन्मत्त होना, पागल होना
1010446;1;446;चीभ्;चीभृँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;384;कत्थने;to boast, to praise oneself;प्रशंसा करना, शेखी मरना, आत्मस्तुति करना
1010447;1;447;रेभ्;रेभृँ;भ्वादि;आत्मनेपदी;सेट्;अकर्मकः;385;शब्दे;to sound;शब्द करना
1010448;1;448;अम्भ्;अभिँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;385P;शब्दे;to sound;
1010449;1;449;रम्भ्;रभिँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;385P;शब्दे;to sound;
1010450;1;450;सिध्;षिधुँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;;गत्याम्;to regulate, to punish, to hinder, to instruct, to scare away, to drive off, to restrain;जाना
1010451;1;451;स्तम्भ्;ष्टभिँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;386;प्रतिबन्धे;to stop,to hinder,to become stiff,  to paralyze,to fix firmly;रूकावट डालना
1010452;1;452;स्कम्भ्;स्कभिँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;387;प्रतिबन्धे;to stop,to hinder,to become stiff,  to paralyze,to fix firmly;रूकावट डालना
1010453;1;453;जभ्;जभीँ;भ्वादि;आत्मनेपदी;सेट्;अकर्मकः;388;गात्रविनामे;to yawn,to gape;जम्हाई लेना
1010454;1;454;जृम्भ्;जृभिँ;भ्वादि;आत्मनेपदी;सेट्;अकर्मकः;389;गात्रविनामे;to yawn,to gape;जम्हाई लेना
1010455;1;455;शल्भ्;शल्भँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;390;कत्थने;to boast, to praise oneself;प्रशंसा करना, शेखी मरना, आत्मस्तुति करना
1010456;1;456;वल्भ्;वल्भँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;391;भोजने;to eat,to devour;भोजन करना
1010457;1;457;गल्भ्;गल्भँ;भ्वादि;आत्मनेपदी;सेट्;अकर्मकः;392;धार्ष्ट्ये;to be bold, to be confident, to show courage;धैर्य रखना, साहस करना
1010458;1;458;श्रम्भ्;श्रन्भुँ;भ्वादि;आत्मनेपदी;सेट्;अकर्मकः;393;प्रमादे;to err, to make mistake;चूकना, गलती करना,
1010459;1;459;स्रम्भ्;स्रन्भुँ;भ्वादि;उभयपदी;सेट्;अकर्मकः;393P;प्रमादे;to err, to make mistake;
1010460;1;460;स्तुभ्;ष्टुभुँ;भ्वादि;आत्मनेपदी;सेट्;अकर्मकः;394;स्तम्भे;to stop,to hinder,to become stiff,  to paralyze,to fix firmly;अवरोध करना, मुर्ख होना
1010461;1;461;गुप्;गुपूँ;भ्वादि;परस्मैपदी;वेट्;सकर्मकः;395;रक्षणे;to protect, to hide, to conceal;रक्षा करना
1010462;1;462;धूप्;धूपँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;396;सन्तापे;to heat, to fumigate;गरम होना, तपाना
1010463;1;463;जप्;जपँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;397;व्यक्तायां वाचि मानसे च;to speak, to meditate, to mutter, to speak nonsense;बोलना, बकना, जप करना, मन में बोलना
1010464;1;464;जल्प्;जल्पँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;398;व्यक्तायां वाचि;to speak, to meditate, to mutter, to speak nonsense;बोलना, बकना, जप करना, मन में बोलना
1010465;1;465;चप्;चपँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;399;सान्त्वने;to console,to sooth,to pacify;शान्त करना
1010466;1;466;सप्;षपँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;400;समवाये;to connect, to join, to understand completely;पूर्ण ज्ञान होना, संलग्न होना, मिलाप होना
1010467;1;467;रप्;रपँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;401;व्यक्तायां वाचि;to talk,to speak, to articulate;स्पष्ट बोलना
1010468;1;468;लप्;लपँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;402;व्यक्तायां वाचि;to talk,to speak, to articulate;स्पष्ट बोलना
1010469;1;469;चुप्;चुपँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;403;मन्दायां गतौ;to move slowly;धीरे धीरे चलना
1010470;1;470;तुप्;तुपँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;404;हिंसायाम्;to injure,to hurt,to kill;हिंसा करना
1010471;1;471;तुम्प्;तुन्पँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;405;हिंसायाम्;to injure,to hurt,to kill;हिंसा करना
1010472;1;472;त्रुप्;त्रुपँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;406;हिंसायाम्;to injure,to hurt,to kill;हिंसा करना
1010473;1;473;त्रुम्प्;त्रुन्पँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;407;हिंसायाम्;to injure,to hurt,to kill;हिंसा करना
1010474;1;474;तुफ्;तुफँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;408;हिंसायाम्;to injure,to hurt,to kill;हिंसा करना
1010475;1;475;तुम्फ्;तुन्फँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;409;हिंसायाम्;to injure,to hurt,to kill;हिंसा करना
1010476;1;476;त्रुफ्;त्रुफँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;410;हिंसायाम्;to injure,to hurt,to kill;हिंसा करना
1010477;1;477;त्रुम्फ्;त्रुन्फँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;411;हिंसायाम्;to injure,to hurt,to kill;हिंसा करना
1010478;1;478;पर्प्;पर्पँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;412;गतौ;to go;जाना
1010479;1;479;रफ्;रफँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;413;गतौ;to go;जाना
1010480;1;480;रम्फ्;रफिँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;414;गतौ;to go;जाना
1010481;1;481;अर्ब्;अर्बँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;415;गतौ;to go;जाना
1010482;1;482;पर्ब्;पर्बँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;416;गतौ;to go;जाना
1010483;1;483;लर्ब्;लर्बँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;417;गतौ;to go;जाना
1010484;1;484;बर्ब्;बर्बँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;418;गतौ;to go;जाना
1010485;1;485;मर्ब्;मर्बँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;419;गतौ;to go;जाना
1010486;1;486;कर्ब्;कर्बँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;420;गतौ;to go;जाना
1010487;1;487;खर्ब्;खर्बँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;421;गतौ;to go;जाना
1010488;1;488;गर्ब्;गर्बँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;422;गतौ;to go;जाना
1010489;1;489;शर्ब्;शर्बँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;423;गतौ;to go;जाना
1010490;1;490;सर्ब्;षर्बँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;424;गतौ;to go;जाना
1010491;1;491;चर्ब्;चर्बँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;425;गतौ अर्दने च;to go, to trouble, to distress;जाना
1010492;1;492;कुम्ब्;कुबिँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;426;छादने आच्छादने च;to cover;आच्छादित करना
1010493;1;493;लुम्ब्;लुबिँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;427;अर्दने;to kill, to cause pain, to torment, to irritate;मार डालना, दुःख देना, नोचना
1010494;1;494;तुम्ब्;तुबिँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;428;अर्दने;to be invisible,to trouble,to distress,to hurt, to tear, to claw, to pluck;मार डालना, दुःख देना, नोचना
1010495;1;495;चुम्ब्;चुबिँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;429;वक्त्रसंयोगे;to kiss;चूमना, चुम्बन लेना
1010496;1;496;सृभ्;षृभुँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;430;हिंसायाम्;to kill, to destroy;मारना
1010497;1;497;सृम्भ्;षृन्भुँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;431;हिंसायाम्;to kill, to destroy;मारना
1010498;1;498;सिभ्;षिभुँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;431P;हिंसायाम्;to kill, to destroy;
1010499;1;499;सिम्भ्;षिन्भुँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;431P;हिंसायाम्;to kill, to destroy;
1010500;1;500;शुभ्;शुभँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;432;भाषणे भासने हिंसायां च;to speak, to shine,to glow, to speak,to kill;भाषण करना, बोलना, मारना, शोभा पाना, चमकना
1010501;1;501;शुम्भ्;शुन्भँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;433;भाषणे भासने हिंसायां दीप्तौ च;to speak, to shine,to glow, to speak,to kill;भाषण करना, बोलना, मारना, शोभा पाना, चमकना
1010502;1;502;घिण्ण्;घिणिँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;434;ग्रहणे;to take;लेना
1010503;1;503;घुण्ण्;घुणिँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;435;ग्रहणे;to take;लेना
1010504;1;504;घृण्ण्;घृणिँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;436;ग्रहणे;to take;लेना
1010505;1;505;घुण्;घुणँ;भ्वादि;आत्मनेपदी;सेट्;अकर्मकः;437;भ्रमणे;to roam round;घूमना, भ्रमण करना
1010506;1;506;घूर्ण्;घुर्णँ;भ्वादि;आत्मनेपदी;सेट्;अकर्मकः;438;भ्रमणे;to roam round;घूमना, भ्रमण करना
1010507;1;507;पण्;पणँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;439;व्यवहारे स्तुतौ च;to deal, to transact, to do business, to barter, to praise;उद्योग करना, व्यवहार करना, प्रशंसा करना, स्तुति करना
1010508;1;508;पन्;पनँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;440;व्यवहारे स्तुतौ च;to deal, to transact, to do business, to barter, to praise;उद्योग करना, व्यवहार करना, प्रशंसा करना, स्तुति करना
1010509;1;509;भाम्;भामँ;भ्वादि;आत्मनेपदी;सेट्;अकर्मकः;441;क्रोधे;to be angry;क्रोध करना
1010510;1;510;क्षम्;क्षमूँष्;भ्वादि;आत्मनेपदी;वेट्;सकर्मकः;442;सहने;to endure, to suffer, to forgive;सहन करना, क्षमा करना
1010511;1;511;कम्;कमुँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;443;कान्तौ;to love,to desire, to long for, to have intercourse with;चाहना, इच्छा करना
1010512;1;512;अण्;अणँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;444;शब्दे;to breathe,to utter a voice,to sound;शब्द करना
1010513;1;513;रण्;रणँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;445;शब्दे;to sound;शब्द करना
1010514;1;514;वण्;वणँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;446;शब्दे;to sound;शब्द करना
1010515;1;515;भण्;भणँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;447;शब्दे;to sound;शब्द करना
1010516;1;516;मण्;मणँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;448;शब्दे;to sound;शब्द करना
1010517;1;517;कण्;कणँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;449;शब्दे;to sound;शब्द करना
1010518;1;518;क्वण्;क्वणँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;450;शब्दे;to sound;शब्द करना
1010519;1;519;व्रण्;व्रणँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;451;शब्दे;to sound;शब्द करना
1010520;1;520;भ्रण्;भ्रणँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;452;शब्दे;to sound;शब्द करना
1010521;1;521;ध्वण्;ध्वणँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;453;शब्दे;to sound;शब्द करना
1010522;1;522;धण्;धणँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;453P;शब्दे;to sound;
1010523;1;523;ओण्;ओणृँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;454;अपनयने;to remove,to discard, to push away;दूर करना, दूर ले जाना
1010524;1;524;शोण्;शोणृँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;455;वर्णगत्योः;to be red,to go;लाल होना, जाना
1010525;1;525;श्रोण्;श्रोणृँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;456;सङ्घाते;to heap together,to collect, to pile together;एकत्र करना, बटोरना
1010526;1;526;श्लोण्;श्लोणृँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;457;सङ्घाते;to heap together,to collect, to pile together;एकत्र होना
1010527;1;527;पैण्;पैणृँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;458;गतिप्रेरणश्लेषणेषु;to go,to inspire, to send,to touch,to hug, to embrace;जाना, आज्ञा करना, स्पर्श करना, आलिंगन करना
1010528;1;528;प्रैण्;प्रैणृँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;458P;गतिप्रेरणश्लेषणेषु;to go,to inspire, to send,to touch,to hug, to embrace;
1010529;1;529;ध्रण्;ध्रणँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;459;शब्दे;to sound;शब्द करना
1010530;1;530;बण्;बणँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;459P;शब्दे;to sound;
1010531;1;531;कन्;कनीँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;460;दीप्तिकान्तिगतिषु;to glow, to shine, to approach;चमकना, प्रकाशित होना, समीप जाना, समीप आना
1010532;1;532;स्तन्;ष्टनँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;461;शब्दे;to sound;शब्द करना
1010533;1;533;वन्;वनँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;462;शब्दे;to sound;शब्द करना
1010534;1;534;वन्;वनँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;463;सम्भक्तौ;to serve, to be slave, to have problem;सेवा करना, चाकरी करना, आपद्ग्रस्त होना
1010535;1;535;सन्;षणँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;464;सम्भक्तौ;to serve, to help, to be slave, to have problem;सेवा करना, चाकरी करना, आपद्ग्रस्त होना
1010536;1;536;अम्;अमँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;465;गतौ शब्दे सम्भक्तौ च;to go, to sound, to serve, to help, to be slave;जाना, शब्द करना, सेवा करना
1010537;1;537;द्रम्;द्रमँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;466;गतौ;to go;जाना
1010538;1;538;हम्म्;हम्मँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;467;गतौ;to go;जाना
1010539;1;539;मीम्;मीमृँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;468;गतौ शब्दे च;to go, to talk;जाना, शब्द करना
1010540;1;540;चम्;चमुँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;469;अदने;to eat;खाना
1010541;1;541;छम्;छमुँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;470;अदने;to eat;खाना
1010542;1;542;जम्;जमुँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;471;अदने;to eat;खाना
1010543;1;543;झम्;झमुँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;472;अदने;to eat;खाना
1010544;1;544;जिम्;जिमुँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;472P;अदने;to eat;
1010545;1;545;क्रम्;क्रमुँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;473;पादविक्षेपे;to walk,to step,to go ahead,to cross,to leap,to ascend, to protect, to approach;निर्भयता से जाना, रक्षण करना, बढ़ना
1010546;1;546;अय्;अयँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;474;गतौ;to go;जाना
1010547;1;547;वय्;वयँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;475;गतौ;to go;जाना
1010548;1;548;पय्;पयँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;476;गतौ;to go;जाना
1010549;1;549;मय्;मयँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;477;गतौ;to go;जाना
1010550;1;550;चय्;चयँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;478;गतौ;to go;जाना
1010551;1;551;तय्;तयँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;479;गतौ;to go;जाना
1010552;1;552;नय्;णयँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;480;गतौ रक्षणे च;to go;जाना
1010553;1;553;दय्;दयँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;481;दानगतिरक्षणहिंसाऽदानेषु;to accept, to recieve, to obtain, to go, to protect, to kill, to hurt, to injure, to accept, to take;दान देना, जाना, पालन करना, रक्षा करना, मार डालना, दुख देना, ग्रहण करना
1010554;1;554;रय्;रयँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;482;गतौ;to go;जाना
1010555;1;555;यय्;ययँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;;गतौ;to go;जाना
1010556;1;556;ऊय्;ऊयीँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;483;तन्तुसन्ताने;to weave,to sew;सीना, बुनना
1010557;1;557;पूय्;पूयीँ;भ्वादि;आत्मनेपदी;सेट्;अकर्मकः;484;विशरणे दुर्गन्धे च;to split,to stink, to cut;तोडना, चीरना, दुर्गन्ध आना, बदबू आना
1010558;1;558;क्नूय्;क्नूयीँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;485;शब्दे उन्दने च;to sound,to be wet;शब्द करना, गीला होना
1010559;1;559;क्ष्माय्;क्ष्मायीँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;486;विधूनने;to tremble,to shake, to quake, to shake;हिलना, कांपना, हिलाना, कपाना
1010560;1;560;स्फाय्;स्फायीँ;भ्वादि;आत्मनेपदी;सेट्;अकर्मकः;487;वृद्धौ;to grow,to increase,to expand;मोटा होना, बढ़ना
1010561;1;561;प्याय्;ओँप्यायीँ;भ्वादि;आत्मनेपदी;सेट्;अकर्मकः;488;वृद्धौ;to grow,to increase,to expand;बढ़ना
1010562;1;562;ताय्;तायृँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;489;सन्तानपालनयोः;to spread,to protect;संरक्षण करना, पालन करना
1010563;1;563;शल्;शलँ;भ्वादि;आत्मनेपदी;सेट्;अकर्मकः;490;चलनसंवरणयोः;to go, to cover;चलना, ढकना
1010564;1;564;वल्;वलँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;491;संवरणे सञ्चरणे च;to cover, to hide, to go;आच्छादित करना, ढकना, घेरना, जाना
1010565;1;565;वल्ल्;वल्लँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;492;संवरणे सञ्चरणे च;to cover, to hide, to go;आच्छादित करना, ढकना, घेरना, जाना
1010566;1;566;मल्;मलँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;493;धारणे;to wear, to hold, to possess;धारण करना
1010567;1;567;मल्ल्;मल्लँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;494;धारणे;to wear, to hold, to possess;धारण करना
1010568;1;568;भल्;भलँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;495;परिभाषणहिंसादानेषु;to speak, to kill, to destroy, to injure, to give, to donate;बोलना, मारना, देना
1010569;1;569;भल्ल्;भल्लँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;496;परिभाषणहिंसादानेषु;to speak, to kill, to destroy, to injure, to give, to donate;बोलना, मारना, देना
1010570;1;570;कल्;कलँ;भ्वादि;आत्मनेपदी;सेट्;अकर्मकः;497;शब्दसङ्ख्यानयोः;to sound, to count;शब्द करना, गिनना
1010571;1;571;कल्ल्;कल्लँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;498;अव्यक्ते शब्दे अशब्दे च;to sound indistinctly, to be quiet;अस्पष्ट बोलना, गूंगा होना, चुप होना
1010572;1;572;तेव्;तेवृँ;भ्वादि;आत्मनेपदी;सेट्;अकर्मकः;499;देवने;to play, to sport;खेलना
1010573;1;573;देव्;देवृँ;भ्वादि;आत्मनेपदी;सेट्;अकर्मकः;500;देवने;to play, to sport;खेलना, क्रीड़ा करना
1010574;1;574;सेव्;षेवृँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;501;सेवने;to serve, to devote oneself, practise;सेवा करना, चाकरी करना
1010575;1;575;गेव्;गेवृँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;502;सेवने;to serve, to devote oneself, practise;सेवा करना, चाकरी करना
1010576;1;576;ग्लेव्;ग्लेवृँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;503;सेवने;to serve, to devote oneself, practise;सेवा करना, चाकरी करना
1010577;1;577;पेव्;पेवृँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;504;सेवने;to serve, to devote oneself, practise;सेवा करना, चाकरी करना
1010578;1;578;मेव्;मेवृँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;505;सेवने;to serve, to devote oneself, practise;सेवा करना, चाकरी करना
1010579;1;579;म्लेव्;म्लेवृँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;506;सेवने;to serve, to devote oneself, practise;सेवा करना, चाकरी करना
1010580;1;580;शेव्;शेवृँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;506P;सेवने;to serve, to devote oneself, practise;
1010581;1;581;खेव्;खेवृँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;506P;सेवने;to serve, to devote oneself, practise;
1010582;1;582;प्लेव्;प्लेवृँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;;सेवने;to serve, to devote oneself, practise;
1010583;1;583;केव्;केवृँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;506P;सेवने;to serve, to devote oneself, practise;
1010584;1;584;रेव्;रेवृँ;भ्वादि;आत्मनेपदी;सेट्;अकर्मकः;507;प्लवगतौ;to leap, to jump, to cross by flying, to cross by swimming;उड़कर जाना, तैरकर पार करना
